"Datum und Vorlage";"Ergebnisse";"Schweiz";"Zürich";"Bern / Berne";"Luzern";"Uri";"Schwyz";"Obwalden";"Nidwalden";"Glarus";"Zug";"Fribourg / Freiburg";"Solothurn";"Basel-Stadt";"Basel-Landschaft";"Schaffhausen";"Appenzell Ausserrhoden";"Appenzell Innerrhoden";"St. Gallen";"Graubünden / Grigioni / Grischun";"Aargau";"Thurgau";"Ticino";"Vaud";"Valais / Wallis";"Neuchâtel";"Genève";"Jura"
"26.05.1963 Volksrecht und Atomwaffen";"Abgegebene Stimmen";743469;162665;106095;30965;6596;9058;2632;3119;5502;5416;14217;26406;22614;17794;14277;8423;1410;52193;19056;73145;28694;17337;38313;25157;19297;33088;...
"04.11.1962 Wahl des Nationalrates";"Abgegebene Stimmen";550467;149766;70631;16935;4690;6234;1460;2645;4885;3547;12117;21979;9239;12451;13958;7527;1150;42921;20003;72430;24346;6764;15042;16820;5534;7393;...
"27.05.1962 Taggelder des Nationalrates";"Abgegebene Stimmen";585515;154541;87947;18724;4813;9580;2303;2758;8118;4081;8793;18481;15825;13923;13683;8591;1259;46732;16608;72824;26739;7555;18237;7693;7669;8038;...
"27.05.1962 Natur- und Heimatschutz";"Abgegebene Stimmen";585357;154600;87947;18751;4807;9604;2302;2753;8114;4081;8793;18481;15832;13813;13668;8547;1255;46653;16649;72785;26718;7555;18239;7706;7666;8038;...
"01.04.1962 Verbot der Atomwaffen";"Abgegebene Stimmen";839590;188209;121476;35238;5518;12233;3139;3555;6548;5987;25124;29791;26260;19790;14625;9154;1777;55957;25641;76934;33763;18932;50828;19739;23193;26179;...
"03.12.1961 Uhrenstatut";"Abgegebene Stimmen";690624;140622;106307;25088;4734;7008;1969;3086;5258;4075;31940;26291;14095;15290;14657;8039;1535;50370;17960;76434;28363;11885;28490;11265;19402;36461;...
"22.10.1961 Einführung Gesetzesinitiative";"Abgegebene Stimmen";602517;139370;88997;21868;5489;7752;2422;2843;4745;4260;13010;21208;15142;15915;13696;8170;1573;40252;18929;75158;26333;11425;29381;15363;8609;10607;...
"05.03.1961 Treibstoffzoll für Nationalstrassenbau";"Abgegebene Stimmen";946591;187152;149963;44584;5855;13248;3548;4190;7320;8190;26296;35942;34097;23915;15110;9662;2023;63333;23712;82782;34196;27382;55879;38029;22699;27484;...
"05.03.1961 Leitungsanlagen für Treibstoffe";"Abgegebene Stimmen";939939;186782;149963;44559;5816;13223;3545;4152;7313;8188;26296;35942;34064;23862;15050;9591;2031;58361;23409;82474;34096;27344;55757;37973;22664;27484;...
"04.12.1960 Massnahmen Milchwirtschaft";"Abgegebene Stimmen";743794;160495;115695;37903;5168;10270;2551;3318;5761;4945;16629;21986;14767;15515;14630;8624;1741;53485;18415;73917;30938;9439;47929;32724;10453;26496;...
"29.05.1960 Preiskontrollmassnahmen";"Abgegebene Stimmen";580472;159626;66933;19509;4152;7828;1473;2582;4597;2984;9075;16695;20120;10689;13605;7913;1058;46167;15414;68972;26241;9278;26788;6749;12666;19358;...
"24.05.1959 Zivilschutzartikel";"Abgegebene Stimmen";634144;163746;104088;24343;4693;7256;2821;2906;5845;4235;9320;21610;15321;16810;14405;9016;1375;53186;17391;71827;28041;7389;23428;8060;8170;8862;...
"01.02.1959 Frauenstimmrecht";"Abgegebene Stimmen";987843;200537;158272;48480;6204;13860;3946;4168;7652;8452;26866;38732;36451;24025;15385;9963;2171;65082;25549;79990;34186;29200;64441;27155;26897;30179;...
"07.12.1958 Abkommen mit Italien zur Wasserkraft des Spöl";"Abgegebene Stimmen";685433;155508;101327;25954;4857;11844;2390;3136;5968;5445;11158;23049;25066;18710;14581;8844;1626;55687;23282;73333;30163;12572;31432;12366;11650;15485;...
"07.12.1958 Kursaalspiele";"Abgegebene Stimmen";682936;155469;101296;25918;4829;11827;2390;3128;5966;5445;11013;23049;25055;18693;14605;8830;1626;53890;22935;73395;30114;12572;31423;12351;11632;15485;...
"26.10.1958 44-Stunden-Woche";"Abgegebene Stimmen";913333;190081;140187;44410;6052;13231;3977;4050;7641;8450;22966;36965;35406;23893;14849;9908;2134;63672;25003;76789;33125;21008;55466;22049;22437;29584;...
"06.07.1958 Strassennetzverbesserung";"Abgegebene Stimmen";624593;164277;66238;23647;4291;8496;2180;3001;5483;4732;10304;22391;16083;14000;13803;8063;1390;52112;17462;70325;28217;8678;31780;9539;11770;26331;...
"06.07.1958 Filmwesen";"Abgegebene Stimmen";623563;163941;66238;23634;4228;8494;2179;2996;5479;4733;10295;22391;16070;13964;13634;8034;1394;52004;17321;70304;28175;8678;31766;9515;11765;26331;...
"11.05.1958 Neuordnung Finanzhaushalt";"Abgegebene Stimmen";782942;165088;119682;37811;6674;12763;3329;3528;6666;5933;14844;34434;28721;19217;14666;9559;1772;58341;21105;75817;30332;18201;39002;17233;20308;17916;...
"26.01.1958 Missbrauch wirtschaftlicher Macht";"Abgegebene Stimmen";761393;174106;102035;37153;5238;10473;2946;3499;6705;5810;19021;27668;34233;17008;14108;9157;1862;57937;20569;74075;31255;15017;39560;17567;16604;17787;...
"24.11.1957 Brotgetreideversorgung";"Abgegebene Stimmen";668363;148707;93072;29064;5277;7380;2326;3111;5678;4972;15029;23017;17324;18433;14592;8845;1444;54859;17812;74314;28983;8806;34547;13623;9859;27289;...
"24.11.1957 Atomenergie und Strahlenschutz";"Abgegebene Stimmen";667842;148615;93072;29056;5256;7375;2326;3119;5679;4970;15020;23017;17326;18431;14569;8851;1443;54693;17750;74156;29016;8806;34549;13622;9836;27289;...
"03.03.1957 Rundspruch und Fernsehen";"Abgegebene Stimmen";775463;157476;111591;31012;4904;9069;2504;3194;6614;5540;17238;25904;21705;16976;14840;9534;1692;53746;20484;73580;31368;13079;72106;34242;17314;19751;...
"03.03.1957 Zivilschutzartikel";"Abgegebene Stimmen";777715;157245;111591;30998;4846;9065;2504;3194;6612;5539;17233;25904;21707;16974;14789;9521;1681;56518;20417;73469;31420;13079;72129;34215;17314;19751;...
"30.09.1956 Ausgabenbeschlüsse";"Abgegebene Stimmen";639896;148355;85814;26577;4144;8518;2285;2931;5812;4657;13544;25178;20475;14637;14463;9162;1431;53197;17398;71676;29338;10054;32838;9798;12762;14852;...
"30.09.1956 Revision der Brotgetreideordnung";"Abgegebene Stimmen";641604;148542;85819;26587;4133;8482;2286;2932;5809;4657;13567;25178;20474;14668;14492;9175;1430;54456;17654;71535;29423;10054;32840;9803;12756;14852;...
"13.05.1956 Hilfe an die Holzverzuckerungs-AG Graubünden";"Abgegebene Stimmen";765543;167221;109804;29444;5239;12059;2816;3316;6947;5325;13171;28507;35937;17626;14470;9794;1548;58480;27672;75589;32114;11576;36379;12279;29228;19002;...
"13.05.1956 Wasserrechtskonzessionen";"Abgegebene Stimmen";757492;167176;109804;29437;5227;12050;2815;3302;6955;5324;13144;28507;35873;17600;14453;9715;1535;51658;27207;75358;31992;11576;36368;12264;29150;19002;...
"04.03.1956 Beschränkte Preiskontrolle";"Abgegebene Stimmen";718548;146284;118890;23460;4759;7713;2085;3007;6007;4336;13881;21022;42254;14579;14037;8974;1494;56006;20756;69240;30811;23511;39078;12489;15877;17998;...
"13.03.1955 Mieter- und Konsumentenschutzinitiative (Gegenentwurf)";"Abgegebene Stimmen";803692;165732;116618;38270;5278;11386;2766;3367;6946;5792;16263;30350;36483;18790;14738;9256;1693;60265;20596;74039;32952;18558;48070;18179;23423;23887;...
"13.03.1955 Mieter- und Konsumentenschutzinitiative";"Abgegebene Stimmen";803692;165732;116618;38270;5273;11386;2766;3367;6946;5792;16263;30350;36483;18790;14738;9256;1693;60265;20596;74039;32952;18558;48070;18179;23423;23887;...
"05.12.1954 Schutz der Stromlandschaft Rheinau";"Abgegebene Stimmen";748439;176041;106755;31719;5156;10083;3014;3625;7021;6516;11430;25720;39011;18226;15389;9793;1909;60822;21928;75590;31800;12897;32682;14239;11678;15395;...
"24.10.1954 Finanzordnung 1955 bis 1958";"Abgegebene Stimmen";674142;151700;89660;31363;5299;8399;2420;3095;6625;7727;12381;24390;26294;15324;14535;9199;1696;53146;18275;72463;29581;11257;35904;11809;12741;18859;...
"20.06.1954 Hilfe an kriegsgeschädigte Auslandschweizer";"Abgegebene Stimmen";584638;136917;75740;22885;3814;7227;2284;2649;6081;4196;10630;21477;18078;12462;13952;8562;1311;50403;17679;68576;28461;7319;24471;9094;19415;10955;...
"20.06.1954 Fähigkeitsausweise";"Abgegebene Stimmen";588832;137109;75740;22907;4140;7230;2284;2648;6079;4193;10646;21477;18091;12495;14034;8605;1317;52721;17727;69575;28510;7326;24518;9107;19398;10955;...
"06.12.1953 Schutz der Gewässer";"Abgegebene Stimmen";847808;173813;139656;40022;5557;12452;3571;3784;7696;7131;18866;33980;32226;22258;15161;10360;2232;49058;23357;77012;33527;16037;55877;20767;19213;24195;...
"06.12.1953 Neuordnung Finanzhaushalt";"Abgegebene Stimmen";864082;173908;139656;40011;5759;12436;3569;3798;7698;7136;18894;33980;32251;22282;15166;10395;2238;63788;23546;77000;33539;16854;55941;20816;19226;24195;...
"19.04.1953 Postverkehrsgesetz";"Abgegebene Stimmen";751168;159798;95265;32120;5909;9942;3120;3513;6797;5728;17960;32318;21429;15558;14453;9866;1869;59182;22302;74451;34339;15860;45458;16609;27218;20104;...
"23.11.1952 Brotgetreideversorgung";"Abgegebene Stimmen";803276;166333;122967;36598;5155;9615;2788;3421;6971;6670;17414;29542;39444;19158;15123;9473;1718;56979;21478;73222;32054;16149;48270;16471;19623;26640;...
"23.11.1952 Preiskontrolle";"Abgegebene Stimmen";803276;166333;122967;36598;5155;9615;2788;3421;6971;6670;17414;29542;39444;19158;15123;9473;1718;56979;21478;73222;32054;16149;48270;16471;19623;26640;...
"05.10.1952 Luftschutzräume";"Abgegebene Stimmen";748552;164378;104042;33148;4908;8580;2264;3087;6540;5917;16193;30109;30417;19597;14522;9432;1664;59120;20026;73148;31342;13416;42823;13433;18528;21918;...
"05.10.1952 Tabaksteuer und AHV";"Abgegebene Stimmen";748552;164378;104042;33148;4908;8580;2264;3087;6540;5917;16193;30109;30417;19597;14522;9432;1664;59120;20026;73148;31342;13416;42823;13433;18528;21918;...
"06.07.1952 Deckung der Rüstungsausgaben";"Abgegebene Stimmen";627396;139220;79584;26830;3728;6946;2181;2821;5974;4239;13665;22185;19392;14190;13838;9320;1441;49489;18463;69809;29003;10804;36811;13723;14766;18974;...
"18.05.1952 Rüstungsfinanzierung und Schutz sozialer Errungenschaften";"Abgegebene Stimmen";764841;168408;106441;34613;5300;9614;3102;3323;7255;5659;17415;30844;28773;17772;14702;10133;1805;56585;22123;73746;31787;17464;42064;15357;20974;19582;...
"20.04.1952 Warenumsatzsteuer-Initiative";"Abgegebene Stimmen";696494;147151;85455;31490;5149;9119;2913;3329;7062;4874;16249;25843;23691;15091;15182;9740;1927;58754;21619;72073;32522;13110;41635;16170;16492;19854;...
"30.03.1952 Landwirtschaftsgesetz";"Abgegebene Stimmen";909840;172471;148617;50673;6150;13383;4469;4186;7958;7937;29003;34085;28746;20188;15269;11135;2552;65454;26712;75050;35334;20031;58397;30029;21081;20930;...
"02.03.1952 Bewilligungspflicht für Gasthöfe";"Abgegebene Stimmen";567494;137546;51119;18784;4047;6013;1878;2762;5749;3013;25102;14444;16946;12664;13798;8786;1570;54218;19148;72434;29159;18513;25289;11039;6134;7339;...
"08.07.1951 Öffentliche Unternehmungen und Kosten der Armee";"Abgegebene Stimmen";529498;145179;52771;17971;3261;5124;1794;2477;4774;2938;10477;17457;14793;9125;13221;8443;1189;50327;16186;66573;27172;7260;24442;7245;9202;10097;...
"15.04.1951 Gegenentwurf zur Freigeldinitiative";"Abgegebene Stimmen";747604;170769;95960;32849;5274;9950;3323;3532;6867;5232;20028;29222;22661;14700;14449;9674;1861;60132;23111;72075;31985;12736;46056;15821;19587;19750;...
"15.04.1951 Freigeldinitiative";"Abgegebene Stimmen";747604;170769;95960;32849;5274;9950;3323;3532;6867;5232;20028;29222;22661;14700;14449;9674;1861;60132;23111;72075;31985;12736;46056;15821;19587;19750;...
"25.02.1951 Autotransportordnung";"Abgegebene Stimmen";738034;164984;93313;31414;5009;11186;3231;3308;6561;5250;17195;25563;20886;15352;14503;9856;1939;60836;20974;71843;32111;14718;59160;18796;17702;12344;...
"03.12.1950 Finanzordnung 1951 bis 1954";"Abgegebene Stimmen";781708;155433;112585;31766;5438;11361;2994;3530;7265;5656;17523;31113;32506;19671;14592;10209;2138;61129;22625;73342;32471;13596;57796;18512;17095;21362;...
"03.12.1950 Wahl des Nationalrates";"Abgegebene Stimmen";781691;155433;112585;31766;5438;11361;2994;3530;7265;5656;17523;31113;32506;19671;14592;10209;2138;61126;22625;73342;32457;13596;57796;18512;17095;21362;...
"01.10.1950 Verhinderung der Spekulation";"Abgegebene Stimmen";611803;132639;76377;25020;4635;7563;2645;2881;5719;4468;19509;21087;14494;12892;13853;9701;1750;55470;19396;69380;30064;9240;35273;13722;11658;12367;...
"04.06.1950 Neuordnung Finanzhaushalt";"Abgegebene Stimmen";771122;152117;107411;33151;5440;9518;3081;3129;8586;5680;19658;31359;26577;16566;14495;9978;1918;60332;23736;71963;31554;15957;53579;19404;21189;24744;...
"29.01.1950 Förderung Wohnbautätigkeit";"Abgegebene Stimmen";736767;156593;93632;28509;5053;8979;2672;3027;6614;5136;26322;26263;26065;18258;14751;9952;1938;61069;22683;71438;32640;15831;47526;16986;15992;18838;...
"11.12.1949 Dienstverhältnis Bundesbeamte";"Abgegebene Stimmen";1004362;178727;171157;46159;6677;14218;4257;4083;8496;8220;30798;39626;40749;22641;15472;11166;2516;66962;28337;76308;36360;29422;73139;29341;24323;35208;...
"11.09.1949 Rückkehr zur direkten Demokratie";"Abgegebene Stimmen";590950;164406;50127;16785;3620;6373;1676;2112;5316;3809;11165;18870;24995;10707;13725;9461;1732;52567;16449;67299;28454;8405;36421;12872;10900;12704;...
"22.05.1949 Bekämpfung der Tuberkulose";"Abgegebene Stimmen";845867;162326;125357;39614;6117;12942;3707;3634;7887;6930;23098;29994;32690;18508;14712;10691;2287;63236;24124;73991;32718;16807;64288;24717;22284;23208;...
"22.05.1949 Nationalbankartikel";"Abgegebene Stimmen";845867;162326;125357;39614;6117;12942;3707;3634;7887;6930;23098;29994;32690;18508;14712;10691;2287;63236;24124;73991;32718;16807;64288;24717;22284;23208;...
"14.03.1948 Ordnung der Zuckerwirtschaft";"Abgegebene Stimmen";778427;158376;105817;35448;4960;9456;3163;3175;6967;6032;24556;27167;24452;14969;14969;10667;2162;62607;22522;75020;33451;15558;53917;17007;22518;23491;...
"06.07.1947 Gesetz über die AHV";"Abgegebene Stimmen";1092849;195219;190848;50478;6196;14958;4692;4189;9007;8401;32586;43014;39309;24752;15468;12255;2578;70926;29770;77653;38492;31462;94239;28045;30675;37637;...
"06.07.1947 Revision Wirtschaftsartikel";"Abgegebene Stimmen";1092849;195219;190848;50478;6196;14958;4692;4189;9007;8401;32586;43014;39309;24752;15468;12254;2578;70926;29770;77653;38493;31462;94239;28045;30675;37637;...
"18.05.1947 Wirtschaftsreform und Rechte der Arbeit";"Abgegebene Stimmen";811088;147531;114849;40301;5200;10023;3170;3086;7084;6895;20194;28400;23736;21399;14753;10489;2105;59226;21331;69749;33100;18089;78309;23405;22655;26009;...
"08.12.1946 Recht auf Arbeit";"Abgegebene Stimmen";681489;123452;83671;27726;4432;8046;2976;2799;6176;4359;21510;26138;22300;13027;14253;9659;2160;56737;19998;67396;29919;12848;82082;16922;9318;13585;...
"10.02.1946 Gütertransportordnung";"Abgegebene Stimmen";878675;167038;122498;38902;5582;11598;4104;3690;7340;6652;31499;31260;37106;17654;14868;10358;2263;61896;21801;71434;33016;22177;87397;23569;19919;25054;...
"25.11.1945 Für die Familie";"Abgegebene Stimmen";745227;130653;89957;35938;5206;9873;3507;3074;6914;5629;25356;25354;17680;14544;14425;10440;2401;55949;21550;71010;31087;16776;78738;21101;12216;35849;...
"21.01.1945 Gesetz über die Bundesbahnen";"Abgegebene Stimmen";702401;136285;89873;29238;5252;9370;3010;2802;6716;5019;17914;25927;23429;14621;14045;8912;1491;56401;20230;67552;29453;22371;54771;18522;13034;26163;...
"29.10.1944 Unlauterer Wettbewerb";"Abgegebene Stimmen";674469;128645;113976;28077;4776;9020;2823;2837;5898;4724;15403;22570;23078;11697;13751;9261;2037;55006;18737;61255;27318;13794;51314;12444;11880;24148;...
"03.05.1942 Reorganisation des Nationalrates";"Abgegebene Stimmen";660818;128863;125256;20949;4414;7292;2819;2250;6796;3520;14113;21660;21012;10746;13897;8995;1841;56744;18547;64473;29232;10373;55673;11421;8181;11751;...
"25.01.1942 Volkswahl Bundesrat";"Abgegebene Stimmen";792424;142434;115504;38664;5227;9936;3394;3190;6793;6806;25183;28553;26164;15231;13994;9431;2174;60508;22880;66618;30577;22421;76847;20384;16391;23120;...
"09.03.1941 Neuordnung Alkoholwesen";"Abgegebene Stimmen";774843;127802;113663;43069;5620;12765;4086;3622;6862;6727;22545;27862;35814;16516;13060;9921;2269;57577;21276;64835;29759;17298;78450;20272;16244;16929;...
"01.12.1940 Vorunterricht in der Armee";"Abgegebene Stimmen";798085;143102;107872;35828;5664;10996;3531;3292;7367;6106;22709;28386;28231;16490;13862;10309;2606;59318;22353;66094;30844;17883;82417;29230;16147;27448;...
"03.12.1939 Dienstverhältnis und Versicherung Bundespersonal";"Abgegebene Stimmen";792899;139018;108576;33393;5299;10506;3451;2818;6976;5868;22453;27973;32212;15227;13254;10339;2217;57048;22305;62472;30147;22275;87531;22174;20048;29319;...
"04.06.1939 Armee und Arbeitslosigkeit";"Abgegebene Stimmen";671453;122297;81363;25507;4283;6668;2309;2062;6260;3911;16397;22983;22817;16786;13122;9702;2058;56673;19882;64502;29259;13067;83865;11423;15284;18973;...
"22.01.1939 Einschränkung Dringlichkeitsklausel";"Abgegebene Stimmen";569561;130487;52332;12931;3704;4400;1299;1493;5647;2153;12131;13889;12721;10037;13030;9263;2099;54590;17655;62242;28160;7591;84272;9052;7570;10813;...
"22.01.1939 Verfassungsgerichtsbarkeit";"Abgegebene Stimmen";569561;130487;52332;12931;3704;4400;1299;1493;5647;2153;12131;13889;12721;10037;13030;9263;2099;54590;17655;62242;28160;7591;84272;9052;7570;10813;...
"27.11.1938 Übergangsordnung Finanzhaushalt";"Abgegebene Stimmen";738307;129417;91407;32173;4834;9250;2902;2275;6534;6490;19166;26218;30216;20962;13586;10074;2303;60784;20781;66048;31105;14910;87301;13787;15314;20470;...
"03.07.1938 Strafgesetzbuch";"Abgegebene Stimmen";695939;122713;80958;28831;4498;8478;3103;2477;6295;4873;24560;23410;18390;13511;13186;9738;2095;57782;20727;63986;29424;15445;86335;19353;14624;21147;...
"20.02.1938 Private Rüstungsindustrie (Gegenentwurf)";"Abgegebene Stimmen";661022;127833;65957;21219;3823;8910;1628;1845;6192;3317;16108;17820;39022;12302;12972;9513;2135;56302;24282;63994;29093;12933;84852;18070;9159;11741;...
"20.02.1938 Private Rüstungsindustrie (Initiative)";"Abgegebene Stimmen";661022;127833;65957;21219;3823;8910;1628;1845;6192;3317;16108;17820;39022;12302;12972;9513;2135;56302;24282;63994;29093;12933;84852;18070;9159;11741;...
"20.02.1938 Dringliche Bundesbeschlüsse und demokratische Volksrechte";"Abgegebene Stimmen";661022;127833;65957;21219;3823;8910;1628;1845;6192;3317;16108;17820;39022;12302;12972;9513;2135;56302;24282;63994;29093;12933;84852;18070;9159;11741;...
"20.02.1938 Rätoromanisch als Nationalsprache";"Abgegebene Stimmen";661022;127833;65957;21219;3823;8910;1628;1845;6192;3317;16108;17820;39022;12302;12972;9513;2135;56302;24282;63994;29093;12933;84852;18070;9159;11741;...
"28.11.1937 Verbot der Freimaurerei";"Abgegebene Stimmen";783116;141352;117220;23119;4616;11299;2554;2348;6550;3985;17540;32719;25787;13534;13562;9696;2167;62634;21778;65795;29882;22965;89773;17013;19987;25241;...
"08.09.1935 Initiative für die Totalrevision der Bundesverfassung";"Abgegebene Stimmen";727063;136929;87498;27957;3928;7757;2419;2032;6284;5309;21289;26946;25881;14343;12749;9874;2117;60420;20676;63123;29776;16125;84296;20573;15857;22905;...
"02.06.1935 Bekämpfung der Wirtschaftskrise";"Abgegebene Stimmen";1007285;165785;170204;46430;5567;13977;4499;3329;8874;7961;34329;36757;38344;22986;13380;11559;2732;67710;29155;67770;34202;31432;93617;30036;30528;36122;...
"05.05.1935 Verkehrsteilungsgesetz";"Abgegebene Stimmen";751726;139876;91726;27519;4140;8704;2886;2543;7422;5149;21892;24082;22404;13257;12308;10520;2177;60018;21861;63036;29839;15592;88887;20646;19580;35662;...
"24.02.1935 Neuordnung der militärischen Ausbildung";"Abgegebene Stimmen";950680;160587;152368;42321;5378;12980;4152;3375;8475;7516;32000;35250;36402;21658;12969;11572;2836;65227;27174;65777;32903;30686;91997;26650;25983;34444;...
"11.03.1934 Schutz der öffentlichen Ordnung";"Abgegebene Stimmen";922184;155822;150883;39714;5031;13138;4086;3029;8338;7224;30426;35239;35776;20617;12926;11378;2645;64422;25568;65359;32367;25833;89238;26018;26219;30888;...
"28.05.1933 Herabsetzung Löhne Bundespersonal";"Abgegebene Stimmen";929849;161398;151749;37573;5057;12874;4122;2767;7997;6933;30462;34269;36915;21311;12707;11099;2516;64596;25908;64597;32120;27879;88389;25664;28108;32839;...
"06.12.1931 Besteuerung des Tabaks";"Abgegebene Stimmen";879063;138328;152136;40768;4947;12731;4336;3234;7770;7003;33427;32031;24221;18644;12389;11219;2771;63222;25772;62768;31256;23483;84017;28003;26708;27879;...
"06.12.1931 Gesetz über die AHV";"Abgegebene Stimmen";879063;138328;152136;40768;4947;12731;4336;3234;7770;7003;33427;32031;24221;18644;12389;11219;2771;63222;25772;62768;31256;23483;84017;28003;26708;27879;...
"15.03.1931 Amtsdauer von Bundesbehörden";"Abgegebene Stimmen";590442;126505;63931;18343;2371;6283;1396;1149;5364;2970;16152;15502;18545;8076;11308;8235;1963;53370;17001;56496;25568;9779;74081;12499;23455;10100;...
"15.03.1931 Wahl des Nationalrats";"Abgegebene Stimmen";590442;126505;63931;18343;2371;6283;1396;1149;5364;2970;16152;15502;18545;8076;11308;8235;1963;53370;17001;56496;25568;9779;74081;12499;23455;10100;...
"08.02.1931 Ordensverbot";"Abgegebene Stimmen";460440;93596;28507;11582;1250;5182;771;643;4429;2474;6545;22860;4670;5658;10421;7339;1751;43831;14216;52861;23783;5211;78085;16049;4533;14193;...
"06.04.1930 Alkoholwesen";"Abgegebene Stimmen";827636;126270;140300;41766;4682;13142;4197;3227;7713;6921;30398;31576;23244;18112;11685;10918;2534;61698;23592;61696;30036;19007;81579;23623;25468;24252;...
"12.05.1929 Branntweinverbot";"Abgegebene Stimmen";714510;131481;101985;30226;3514;8937;2802;2244;6621;4826;19075;33152;20089;14849;11398;9969;2131;54482;19616;58203;27279;10994;75980;15219;20397;29041;...
"12.05.1929 Gesetzgebung Strassenverkehr";"Abgegebene Stimmen";700279;127441;100988;30080;3476;8929;2794;2227;6625;4805;17359;31843;20033;14423;11397;9960;2089;51104;19309;57671;27140;10799;75865;15018;19869;29035;...
"03.03.1929 Zolltarifgesetz";"Abgegebene Stimmen";720983;112436;114982;31911;3444;9002;2941;2144;6655;4881;27020;25275;17183;14269;10992;9930;2322;56939;20882;57034;28387;17185;79493;29014;17508;19154;...
"03.03.1929 Getreideversorgung (Gegenentwurf)";"Abgegebene Stimmen";720983;112436;114982;31911;3444;9002;2941;2144;6655;4881;27020;25275;17183;14269;10992;9930;2322;56939;20882;57034;28387;17185;79493;29014;17508;19154;...
"03.03.1929 Getreideversorgung (Initiative)";"Abgegebene Stimmen";720983;112436;114982;31911;3444;9002;2941;2144;6655;4881;27020;25275;17183;14269;10992;9930;2322;56939;20882;57034;28387;17185;79493;29014;17508;19154;...
"02.12.1928 Erhaltung der Kursäle";"Abgegebene Stimmen";592849;104753;79519;18809;1778;4855;1630;1320;5355;2773;13421;15238;13440;13148;11373;8879;1916;53621;16847;55443;26296;11535;76855;22717;14252;17076;...
"20.05.1928 Massnahmen gegen die Überfremdung";"Abgegebene Stimmen";475391;94322;44040;8870;3154;6831;2151;1345;5139;1622;9153;11394;15256;7989;10701;8890;2130;51042;14755;52234;25682;9537;71036;7382;5165;5571;...
"15.05.1927 Automobil- und Fahrradverkehr";"Abgegebene Stimmen";600601;100569;75962;20502;3441;7580;1866;1395;5896;3131;12455;19604;21922;10414;10862;9549;2057;53090;17829;53589;26434;12941;73034;11651;23063;21765;...
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";"Abgegebene Stimmen";574214;97434;72008;18454;3413;6245;1861;1379;5896;3123;12345;12785;21709;9918;10778;9445;2084;46226;17977;53388;26368;13140;72479;11661;22334;21764;...
"05.12.1926 Getreideversorgung";"Abgegebene Stimmen";752234;118042;119535;33420;4114;10889;3651;2789;7166;5908;27974;26349;20255;16715;11353;11408;2608;59083;23313;57358;29965;16724;76054;23734;19489;24338;...
"06.12.1925 Bundesbeschluss betreffend die AHV";"Abgegebene Stimmen";643066;106916;97195;24120;2777;10856;2388;1993;6109;4649;21905;20508;15340;10922;10987;9983;2376;56150;18416;53464;27949;15705;72186;16952;16792;16428;...
"25.10.1925 Aufenthalt und Niederlassung Ausländer";"Abgegebene Stimmen";691544;107901;112616;34470;2151;8651;1546;1450;5299;5627;25562;25077;25509;14153;10770;9257;2136;47463;20111;54507;27344;14178;73744;20505;21124;20393;...
"24.05.1925 Initiative für die AHV/IV";"Abgegebene Stimmen";688402;109944;104284;29940;3358;8657;2543;2038;6309;5175;27085;25966;25341;13248;10749;10612;2321;56105;19366;54398;27445;15171;74743;17680;18040;17884;...
"17.02.1924 Fabrikgesetz";"Abgegebene Stimmen";766505;124269;131861;30032;4461;10499;2857;2120;7253;6052;25732;28110;28950;17009;11335;11512;2496;59713;22334;55396;29776;22797;59965;22788;24808;24380;...
"03.06.1923 Alkoholwesen";"Abgegebene Stimmen";636591;99386;106341;33419;3610;10284;3392;2618;7093;5373;25522;25553;18823;16460;10608;10584;2268;55990;18608;53035;26139;10205;41911;15148;16487;17734;...
"15.04.1923 Zollinitiative";"Abgegebene Stimmen";651159;108347;109616;32472;3565;8692;2819;2114;6460;4883;26962;22065;16593;12674;10706;10500;2262;56077;20887;51863;27675;14288;45104;20084;19353;15098;...
"18.02.1923 Abkommen mit Frankreich zu Hochsavoyen";"Abgegebene Stimmen";528736;104810;75730;11745;2982;5902;1508;1267;5956;2951;17433;13403;20557;10423;10640;9759;2038;52428;17982;50946;27302;9265;31321;13985;9993;18410;...
"18.02.1923 Schutzhaft-Initiative";"Abgegebene Stimmen";526876;103910;75353;11652;2961;5891;1507;1270;5960;2941;17477;13217;20515;10338;10724;9760;2035;52322;17903;50926;27268;9522;31182;13855;9977;18410;...
"03.12.1922 Einmalige Vermögensabgabe";"Abgegebene Stimmen";856148;122215;154065;41451;4836;13181;4061;3072;7489;6998;34888;28673;27507;16910;11278;12377;3125;63446;25575;56076;31274;26083;74063;29699;28760;29046;...
"24.09.1922 Innere Sicherheit und bedingter Strafvollzug";"Abgegebene Stimmen";690844;115143;112804;31614;3978;10254;2645;2413;6268;5448;21927;25943;26361;15230;11049;11675;2581;59384;22053;52792;30053;16251;47857;16994;19010;21117;...
"11.06.1922 Wählbarkeit der Bundesbeamten";"Abgegebene Stimmen";445100;76386;62408;17616;2067;3568;1241;1052;4953;2157;12280;10544;18614;6812;10037;9356;2043;48575;15198;47676;24500;7854;26410;10224;8600;14929;...
"11.06.1922 Ausweisung von Ausländern";"Abgegebene Stimmen";445100;76386;62408;17616;2067;3568;1241;1052;4953;2157;12280;10544;18614;6812;10037;9356;2043;48575;15198;47676;24500;7854;26410;10224;8600;14929;...
