Zürich;Bern / Berne;Luzern;Uri;Schwyz;Obwalden;Nidwalden;Glarus;Zug;Fribourg / Freiburg;Solothurn;Basel-Stadt;Basel-Landschaft;Schaffhausen;Appenzell Ausserrhoden;Appenzell Innerrhoden;St. Gallen;Graubünden / Grigioni / Grischun;Aargau;Thurgau;Ticino;Vaud;Valais / Wallis;Neuchâtel;Genève
138404;170327;43417;5892;15652;4388;3425;8665;8073;34565;33400;32292;19626;12371;13814;3176;67188;28401;57623;32735;41992;81594;33046;34653;39868
137307;172023;43489;5827;14789;4475;3437;8590;8085;35167;33135;31846;19296;12688;13783;3128;67809;28983;57865;32904;42192;83472;33296;34798;39943
136884;171493;43307;5716;15033;4427;3383;8559;7897;34368;32985;31188;19128;12621;13812;3171;67016;28721;56764;32636;41658;79409;33099;34670;39444
136884;171493;43307;5716;15033;4427;3383;8559;7897;34368;32985;31188;19128;12621;13812;3171;67016;28721;56764;32636;41658;79409;33099;34670;39444
136884;171493;43307;5716;15033;4427;3383;8559;7897;34368;32985;31188;19128;12621;13812;3171;67016;28721;56764;32636;41658;79409;33099;34670;39444
135928;168868;43201;5810;14736;4372;3312;8397;7974;34098;32304;30224;18774;12626;13700;3131;65970;28675;56384;31888;40857;75525;32550;34431;37802
135386;168297;43267;5689;14118;4368;3302;8506;7779;33086;32549;30109;18379;12699;13730;3112;65832;28613;56104;31667;40871;75768;32562;34332;37132
135386;168297;43267;5689;14118;4368;3302;8506;7779;33086;32549;30109;18379;12699;13730;3112;65832;28613;56104;31667;40871;75768;32562;34332;37132
133350;168523;42708;5993;14553;4376;3242;8449;7667;33569;32370;29676;18389;13506;13841;3124;65795;28254;55552;31510;40883;77144;32328;34445;37089
132673;166925;42754;5688;14862;4364;3285;8429;7394;34223;32058;29478;18077;13299;13685;3140;65249;30085;56366;31588;41654;77601;32563;34071;36585
126832;155614;40693;4896;14327;4322;3299;8274;7207;31843;29897;29591;17346;13273;13436;3053;64437;27735;52737;30525;40320;74832;31679;33522;34487
117075;150528;39683;4840;15040;4163;3106;8301;6949;31742;28349;25742;17172;11086;13634;3228;73597;29572;50544;29410;40073;73336;31105;31989;31212
115533;144491;39290;4862;16003;4170;3225;8151;7771;31594;27888;24019;16843;10323;13643;3240;64859;28671;50025;29102;40725;72692;30848;32364;30750
113200;145621;39333;5060;13798;4236;3270;8318;6742;32267;27623;23920;16241;9584;13856;3391;65253;26513;50326;28980;39956;74513;31195;31439;29540
111942;145036;39100;5177;13897;4383;3264;8188;6662;32436;27465;23209;16161;9491;14033;2902;64578;26173;50343;29518;39764;74625;30969;31482;28414
109197;141879;38862;5072;13882;4119;3197;8191;6600;31812;26904;22387;15810;9219;13564;3076;64471;25616;49726;28784;40439;71540;30442;31009;27881
106863;139894;38183;4988;13688;4147;3198;8297;6475;32325;26116;21346;15264;9001;13706;2926;62441;24929;48540;27596;40609;70145;30272;31760;26897
106351;138482;38350;5058;13801;4216;3211;8388;6611;32215;26028;21435;15225;8921;13901;2845;62711;24940;48152;27627;40261;71518;30876;31469;26953
106351;138482;38350;5058;13801;4216;3211;8388;6611;32215;26028;21435;15225;8921;13901;2845;62711;24940;48152;27627;40261;71518;30876;31469;26953
105637;138862;38069;5040;13853;4111;3189;8348;6619;32354;25997;21247;15029;9005;14225;3179;62888;25365;48103;28305;40255;71335;29834;31847;26220
102305;134354;37803;4958;13364;4023;3199;8288;6501;32131;24888;20437;14814;8879;13730;3021;59227;24231;47047;27274;39837;69240;29360;30866;24992
100283;131569;36281;4887;13336;3977;3078;8327;6403;31119;24568;19908;14425;8806;13645;2735;59534;24268;46659;27004;39975;69797;30208;30289;25313
98599;131110;36250;4728;13367;3988;3116;8220;6469;31209;23840;19140;14398;8594;13454;2917;59319;24320;46123;26425;39431;68504;29062;30576;24946
98599;131110;36250;4728;13367;3988;3116;8220;6469;31209;23840;19140;14398;8594;13454;2917;59319;24320;46123;26425;39431;68504;29062;30576;24946
98599;131110;36250;4728;13367;3988;3116;8220;6469;31209;23840;19140;14398;8594;13454;2917;59319;24320;46123;26425;39431;68504;29062;30576;24946
98480;131135;36294;4709;13362;3998;3087;8255;6425;31040;23895;19140;14324;8554;13454;2947;58695;24336;46329;26675;39435;69605;29335;30049;24567
97696;128653;36020;4715;13249;3933;3070;8231;6398;30591;23466;18819;14058;8595;13272;2898;57999;24628;45745;25876;39401;67640;27808;29915;24644
97002;127650;35860;4727;13335;3968;3129;8187;6362;30279;23299;17977;13918;8642;12826;3028;54974;23929;45222;25694;38968;66279;28292;29206;24509
97002;127650;35860;4727;13335;3968;3129;8187;6362;30279;23299;17977;13918;8642;12826;3028;54974;23929;45222;25694;38968;66279;28292;29206;24509
97595;127222;36016;4825;13401;3955;3090;8287;6325;30386;23263;17775;13912;8524;12694;2981;54723;23656;45154;25616;38429;66009;28727;28827;23836
96571;126341;34928;4562;13448;3946;3081;8196;6185;30181;23048;16825;13461;8129;12481;3017;53574;23405;45000;24826;38001;65448;28058;28435;22928
96571;126341;34928;4562;13448;3946;3081;8196;6185;30181;23048;16825;13461;8129;12481;3017;53574;23405;45000;24826;38001;65448;28058;28435;22928
95779;125942;34962;4571;13429;3906;3080;8367;6363;30290;22571;16492;13688;8304;12535;3009;53454;23454;45166;24972;38270;67240;28384;28184;22232
94511;121797;34355;4520;13029;3920;3030;8210;6232;29891;21759;15600;13311;8048;12290;2895;52178;22727;43552;24456;38194;64598;28204;27805;21771
94511;121797;34355;4520;13029;3920;3030;8210;6232;29891;21759;15600;13311;8048;12290;2895;52178;22727;43552;24456;38194;64598;28204;27805;21771
93807;121228;34129;4454;12929;3816;3053;8244;6271;29899;21864;15605;13338;8015;12232;2952;51282;22968;43608;24611;38609;65173;28134;27429;21692
93227;120673;35644;4495;12891;3824;2877;8323;6207;29903;21800;15407;13272;8028;12228;3005;51943;23661;43145;24302;37804;64010;28454;27256;21654
93227;120673;35644;4495;12891;3824;2877;8323;6207;29903;21800;15407;13272;8028;12228;3005;51943;23661;43145;24302;37804;64010;28454;27256;21654
93227;120673;35644;4495;12891;3824;2877;8323;6207;29903;21800;15407;13272;8028;12228;3005;51943;23661;43145;24302;37804;64010;28454;27256;21654
90109;119465;33166;4425;12822;3735;2869;8194;6165;29582;20727;14658;13137;8117;12180;2957;51723;22883;42792;23999;34100;63233;27897;27178;21018
89212;117993;32990;4314;12747;3684;2872;8249;6024;29085;20296;14428;13053;8079;12180;3004;51494;22513;42288;23887;33884;62613;27793;27195;20715
89084;118449;32544;4338;12318;3687;2895;8177;6082;29300;19251;14109;13193;8128;12191;2971;51647;22385;42492;24098;33277;63577;27808;27032;20147
88972;118980;33031;4392;12711;3720;2936;8219;6077;29616;19367;14011;13180;8086;12230;3022;51466;22760;41264;24083;33209;64114;27949;26727;20128
87988;117015;32105;4257;12358;3638;2922;8200;6152;28888;19016;13844;13062;8124;12155;2907;51266;22152;40363;23982;32297;63858;27820;26563;19799
87247;115345;31727;4148;12408;3621;2886;8215;6073;28806;18786;13683;13109;8193;12134;3074;51257;22251;40392;23719;32501;63220;27617;26796;19666
86333;114533;31138;4286;12221;3621;2860;8247;6019;28534;19024;13485;12798;8005;12330;3006;51816;22237;40033;24051;28169;62779;27718;26262;19408
80317;112269;30212;4178;12100;3643;2933;8276;5746;28733;18374;12450;11516;8123;12314;3111;51639;21865;39475;24030;29500;61258;27414;25407;18909
80317;112269;30212;4178;12212;3643;2933;8276;5746;28733;18374;12450;11516;8123;12314;3111;51639;21865;39475;24030;29500;61258;27414;25407;18909
80403;112027;31246;4165;12198;3629;2900;8292;5713;28837;18468;12391;11554;8071;12501;3161;51323;22288;39693;24125;29547;63117;27714;25286;19130
79827;112286;31309;4117;12183;3677;2875;8236;5771;29074;18474;12209;11575;8081;12560;3114;51824;22147;39572;24083;37632;61552;27403;25025;18925
78708;110816;30838;4186;12263;3656;2857;8280;5693;28775;18140;11948;11497;7983;12599;3185;51603;22222;39874;24133;37637;62915;27628;24665;19124
76159;109895;29950;4177;12175;3698;2804;8169;5830;28369;17419;10799;11182;7792;12583;3017;51599;21496;39892;24211;35698;59485;27164;24718;18790
76215;109682;30017;4136;12100;3687;2847;8152;5876;28428;17356;10975;11229;7775;12718;3017;51934;21951;39483;24081;37244;59888;27000;25008;18695
74543;106452;29869;4126;12044;3604;2797;8015;5645;27854;15533;10458;10661;7486;12736;3160;50575;20383;39307;23630;37508;58920;26360;24028;18605
74543;106452;29869;4126;12044;3604;2797;8015;5645;27854;15533;10458;10661;7486;12736;3160;50575;20383;39307;23630;37508;58920;26360;24028;18605
74543;106452;29869;4126;12044;3604;2797;8015;5645;27854;15533;10458;10661;7486;12736;3160;50575;20383;39307;23630;37508;58920;26360;24028;18605
74543;106452;29869;4126;12044;3604;2797;8015;5645;27854;15533;10458;10661;7486;12736;3160;50575;20383;39307;23630;37508;58920;26360;24028;18605
73646;103730;31136;4215;12244;3699;2893;8239;5817;28022;16564;9753;11217;7891;12496;3135;51013;22519;41348;23910;35000;57679;25928;21725;19219
73904;103880;31332;4160;12380;3726;2835;8178;5686;27824;16708;10008;11272;8021;12221;3265;50826;22246;42044;23866;35000;58326;26083;23174;20034
